"code","interface","interfaceorder","completionthreequizzes","completionall","test1","test2","q1date","q1time","q1progress","q2date","q2time","q2progress","q3date","q3time","q3progress","finaldate","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17"
"F-first-second-third-01398578-0fc0-4c9c-8a88-e0c94784896a","F","first-second-third","Yes","Yes","49","60","2021-04-25-20:48:45","9:20","25","2021-04-25-20:51:15","3:20","15","2021-04-25-20:51:59","3:1","15","2021-04-25-20:52:43","1","5","1","1","1","4","5","2","2","1","3","1","1","1","Female","55–64","Yes, I used to be a smartwatch user"
"I-second-third-first-98865420-6c52-44d5-93a0-96c70c785896","I","second-third-first","Yes","Yes","25","160","2021-04-25-20:44:41","03:29","100","2021-04-25-20:50:36","06:38","100","2021-04-25-20:53:00","09:17","100","2021-04-25-20:54:02","1","4","3","3","3","4","4","3","3","1","4","3","4","5","Female","25–34","Yes, I used to be a smartwatch user"
"F-first-third-second-4fbd1854-cd50-4ad8-b24f-82b48d52e1af","F","first-third-second","Yes","Yes","20","140","2021-04-25-20:57:13","9:17","25","2021-04-25-21:03:26","6:38","40","2021-04-25-21:06:13","3:29","50","2021-04-25-21:07:54","1","3","1","1","2","3","4","3","4","1","3","2","1","2","Female","55–64","Yes, I am currently a smartwatch user"
"C-first-second-third-c6a1e86f-6498-4837-897e-e366280c7db7","C","first-second-third","","","25","45","2021-04-25-20:47:21","9:32","140","","","","","","","","","","","","","","","","","","","","","","","",""
"O-third-second-first-8558b48c-46ba-4cec-9943-d6f47f24cf5a","O","third-second-first","Yes","Yes","20","140","2021-04-25-21:13:33","06:38","14","2021-04-25-21:19:41","3:29","20","2021-04-25-21:22:21","9:17","30","2021-04-25-21:23:44","2","3","2","2","2","4","5","2","2","1","3","2","2","3","Male","35–44","Yes, I am currently a smartwatch user"
"H-second-first-third-0b61f5c9-6fe7-43e6-b8ee-6674b4d46ffe","H","second-first-third","Yes","Yes","65","120","2021-04-25-20:54:31","3:29","89","2021-04-25-21:07:08","9:19","92","2021-04-25-21:07:57","6:38","120","2021-04-25-21:08:43","4","4","5","3","3","4","2","4","2","2","3","2","4","2","Male","35–44","No, I have never used smartwatch before"
"M-first-second-third-1d8411b0-a673-4e8b-aff1-a511d9faeece","M","first-second-third","Yes","Yes","65","102","2021-04-25-20:53:51","9:17","23","2021-04-25-20:55:37","3:29","23","2021-04-25-20:56:22","6:38","23","2021-04-25-20:57:02","2","4","2","2","2","4","5","3","3","1","3","1","1","1","Male","45–54","Yes, I used to be a smartwatch user"
"N-second-first-third-58c2b7cc-c2b9-43ab-9e33-6c0d881f7ed0","N","second-first-third","Yes","Yes","110","110","2021-04-25-20:35:42","3:1","20","2021-04-25-20:56:14","9:20","23","2021-04-25-20:57:11","6:38","50","2021-04-25-20:57:58","3","2","2","3","4","2","5","4","3","1","3","4","3","2","Female","25–34","Yes, I used to be a smartwatch user"
"H-second-first-third-fb623bd4-879b-46eb-9dfd-11c9ab38406c","H","second-first-third","Yes","Yes","20","120","2021-04-25-20:49:39","3:29","60","2021-04-25-20:55:39","9:17","20","2021-04-25-20:58:25","6:38","120","2021-04-25-20:59:50","5","5","5","5","4","1","1","4","4","1","3","4","3","4","Female","Above 65","Yes, I am currently a smartwatch user"
"G-second-first-third-885747ad-745b-43e8-8a60-ecc19a123802","G","second-first-third","Yes","Yes","30","176","2021-04-25-20:51:38","3:29","30","2021-04-25-20:55:23","9:17","130","2021-04-25-20:56:28","6:38","15","2021-04-25-21:03:48","3","2","2","2","3","3","3","2","3","1","3","3","5","4","Female","45–54","No, I have never used smartwatch before"
"E-third-first-second-bd099d0f-f377-4898-b051-2edeceb1c1c5","E","third-first-second","Yes","Yes","20","45","2021-04-25-20:34:32","3:18","20","2021-04-25-21:12:22","9:17","25","2021-04-25-21:13:18","3:29","80","2021-04-25-21:14:14","4","4","3","3","4","5","5","3","3","1","2","3","3","3","Female","45–54","Yes, I am currently a smartwatch user"
"H-third-second-first-8436e477-dbd6-443f-a721-63bc8c077eba","H","third-second-first","Yes","Yes","20","140","2021-04-25-21:33:20","6:38","0","2021-04-25-21:40:59","3:29","75","2021-04-25-21:41:52","9:17","25","2021-04-25-21:43:35","2","2","1","1","2","1","5","1","1","1","1","3","1","1","Male","25–34","Yes, I am currently a smartwatch user"
"P-second-first-third-7112dd11-afeb-4c37-90fa-5a3473ab62b9","P","second-first-third","Yes","Yes","20","160","2021-04-25-21:11:05","3:29","110","2021-04-25-21:17:01","9:17","23","2021-04-25-21:17:59","6:38","110","2021-04-25-21:18:32","3","4","3","2","4","3","3","2","4","1","4","3","2","1","Male","35–44","Yes, I am currently a smartwatch user"
"D-second-first-third-aee27982-a073-487e-a565-483e83781ff4","D","second-first-third","Yes","Yes","20","130","2021-04-25-21:04:44","3:29","40","2021-04-25-21:08:08","9:17","28","2021-04-25-21:09:30","6:38","115","2021-04-25-21:10:25","3","5","5","5","5","1","1","5","5","1","5","5","5","5","Male","35–44","Yes, I am currently a smartwatch user"
"P-second-first-third-a6b2a369-6c4a-4aeb-a370-ae83e00aec7d","P","second-first-third","Yes","Yes","33","100","2021-04-25-21:01:53","3:29","20","2021-04-25-21:06:59","9:17","25","2021-04-25-21:09:28","6:38","110","2021-04-25-21:10:26","1","2","1","1","1","5","5","3","3","1","5","2","1","2","Female","Above 65","No, I have never used smartwatch before"
"O-third-first-second-a70c40c4-bc60-4112-a206-0df9c4cfeeb3","O","third-first-second","","","20","140","2021-04-25-20:55:34","18:03","60","2021-04-25-21:10:43","10:03","90","","","","","","","","","","","","","","","","","","","","",""
"E-first-third-second-b2219cb4-94f3-44d3-b8f3-cadda063777f","E","first-third-second","Yes","Yes","25","140","2021-04-25-21:01:52","9:17","45","2021-04-25-21:07:24","6:38","125","2021-04-25-21:09:41","3:29","75","2021-04-25-21:10:48","2","2","4","2","3","4","5","2","2","1","3","2","1","2","Male","25–34","No, I have never used smartwatch before"
"C-second-first-third-cb633f90-2f70-48a8-bf09-aa064d42be86","C","second-first-third","Yes","Yes","30","140","2021-04-25-21:04:42","3:29","70","2021-04-25-21:11:14","9:17","30","2021-04-25-21:14:28","6:38","110","2021-04-25-21:15:06","5","5","5","5","5","1","1","5","5","1","4","5","4","5","Female","35–44","Yes, I am currently a smartwatch user"
"P-first-third-second-9ff118a4-d367-42df-8fae-685717c179b6","P","first-third-second","Yes","Yes","36","160","2021-04-25-21:02:13","11:05","50","2021-04-25-21:13:38","6:45","24","2021-04-25-21:14:31","6:30","10","2021-04-25-21:15:26","3","2","3","3","4","3","3","4","4","1","2","3","3","3","Male","45–54","Yes, I am currently a smartwatch user"
"E-second-first-third-43123f06-677f-4c4f-bd70-9a705ac77b6e","E","second-first-third","Yes","Yes","20","130","2021-04-25-21:10:46","3:29","25","2021-04-25-21:15:33","9:17","45","2021-04-25-21:18:16","6:37","120","2021-04-25-21:18:58","3","3","3","2","3","2","2","1","1","1","3","3","2","3","Female","45–54","No, I have never used smartwatch before"
"D-third-second-first-58c4e4c0-79ec-4144-be4c-d2d9073ef3f5","D","third-second-first","Yes","Yes","10","20","2021-04-25-21:26:01","6:38","5","2021-04-25-21:27:57","3:29","90","2021-04-25-21:28:32","9:17","25","2021-04-25-21:29:13","1","5","1","1","1","5","5","1","1","1","1","1","1","1","Female","35–44","No, I have never used smartwatch before"
"D-second-third-first-0be5db7a-21e0-4f20-a8ad-67dfa7023bd0","D","second-third-first","","","20","140","2021-04-25-21:28:49","3:29","24","","","","","","","","","","","","","","","","","","","","","","","",""
"A-third-second-first-4eb59459-ba33-4c74-bebf-478b6199c26d","A","third-second-first","Yes","Yes","10","135","2021-04-25-21:30:05","6:37","10","2021-04-25-21:36:01","3:29","30","2021-04-25-21:39:18","9:17","40","2021-04-25-21:40:35","2","3","2","3","3","5","4","4","3","1","2","1","1","2","Female","55–64","Yes, I used to be a smartwatch user"
"I-third-first-second-4cc5f327-9e64-4d1b-af59-638fbe94055c","I","third-first-second","","","125","140","2021-04-25-21:31:04","6:38","30","2021-04-25-21:37:39","9:17","20","","","","","","","","","","","","","","","","","","","","",""
"I-second-first-third-ec3291cf-3595-41ab-b821-a1159385ecbb","I","second-first-third","Yes","Yes","20","145","2021-04-25-21:33:03","3:29","50","2021-04-25-21:37:01","9:17","40","2021-04-25-21:37:54","6:38","115","2021-04-25-21:39:40","4","3","4","4","5","1","1","4","4","1","5","5","5","5","Male","35–44","Yes, I am currently a smartwatch user"
"M-third-second-first-12a3a298-a925-4329-8996-e20e65502f6e","M","third-second-first","Yes","","18","110","2021-04-25-22:25:30","6:35","15","2021-04-25-22:31:53","3:29","110","2021-04-25-22:33:40","9:17","35","","","","","","","","","","","","","","","","","",""
"I-second-first-third-f2804c15-8b1f-4289-9a64-2b0b8273fac0","I","second-first-third","Yes","Yes","10","140","2021-04-25-21:37:01","3:29","25","2021-04-25-21:40:31","9:18","40","2021-04-25-21:42:07","6:38","20","2021-04-25-21:42:51","3","2","2","2","2","4","4","4","4","1","4","2","1","2","Male","35–44","No, I have never used smartwatch before"
"E-second-third-first-a8b91a42-127f-4a59-a061-b9cf4a33cdd7","E","second-third-first","Yes","Yes","2","2","2021-04-25-22:15:06","3:29","52","2021-04-25-22:17:02","06:38","52","2021-04-25-22:17:54","09:17","52","2021-04-25-22:18:26","1","4","3","2","3","5","2","3","4","2","3","4","2","3","Female","25–34","Yes, I used to be a smartwatch user"
"J-third-second-first-42948c7f-9241-455e-a6a2-e3ff826b0acd","J","third-second-first","Yes","Yes","15","35","2021-04-25-21:08:03","06:32","150","2021-04-25-22:16:07","03:12","200","2021-04-25-22:17:00","9:17","75","2021-04-25-22:18:36","3","5","3","4","3","2","4","3","3","1","4","5","4","2","Female","35–44","Yes, I used to be a smartwatch user"
"C-second-first-third-15a8cc9e-04c4-4c08-b70d-706d7b6ea029","C","second-first-third","Yes","Yes","20","40","2021-04-25-22:11:26","3:19","40","2021-04-25-22:15:01","9:17","40","2021-04-25-22:17:00","6:38","110","2021-04-25-22:18:52","4","5","5","5","2","1","1","5","5","1","3","4","3","4","Female","25–34","No, I have never used smartwatch before"
"M-first-second-third-f8b98d54-fa03-4e6a-89a3-ee70689bbc72","M","first-second-third","","","25","40","2021-04-25-21:39:39","120:140","90","2021-04-25-21:51:10","15:19","0","","","","","","","","","","","","","","","","","","","","",""
"K-first-second-third-3d7e9dce-101d-4b1d-abcb-f3e32cea3326","K","first-second-third","Yes","Yes","20","140","2021-04-25-21:43:10","9:17","30","2021-04-25-21:48:33","3:29","70","2021-04-25-21:50:36","6:38","110","2021-04-25-21:51:20","4","5","5","5","5","1","1","5","5","1","4","5","4","5","Male","35–44","Yes, I am currently a smartwatch user"
"K-first-second-third-0957813f-bf63-452a-9c2f-0752324a7b55","K","first-second-third","Yes","Yes","20","140","2021-04-25-21:42:00","9:17","15","2021-04-25-21:48:32","3:29","26","2021-04-25-21:50:40","6:38","36","2021-04-25-21:51:38","2","3","3","1","2","4","4","3","4","1","2","2","1","3","Male","35–44","No, I have never used smartwatch before"
"N-second-third-first-6e06416b-d5d8-4fa5-b265-cfbe79a4773a","N","second-third-first","Yes","Yes","25","140","2021-04-25-22:10:43","3:29","25","2021-04-25-22:16:21","6:38","125","2021-04-25-22:18:16","9:17","40","2021-04-25-22:19:09","3","5","5","4","5","1","2","3","3","1","3","3","2","3","Male","35–44","No, I have never used smartwatch before"
"P-second-third-first-88ed8f8d-161c-4181-ac5d-7ae2eccf8695","P","second-third-first","Yes","Yes","15","128","2021-04-25-21:57:33","3:29","70","2021-04-25-22:01:45","6:38","15","2021-04-25-22:02:46","9:17","20","2021-04-25-22:04:35","1","3","2","2","2","1","5","2","2","1","1","1","1","1","Female","35–44","Yes, I am currently a smartwatch user"
"O-first-third-second-96fb6efa-c93e-479c-b079-521d54d989f9","O","first-third-second","Yes","Yes","25","30","2021-04-25-22:15:31","9.00:10","50","2021-04-25-22:22:10","6:35","50","2021-04-25-22:23:32","3:25","60","2021-04-25-22:24:34","3","3","3","3","3","3","3","3","3","1","3","3","3","3","Female","35–44","Yes, I used to be a smartwatch user"
"J-third-second-first-60033ed7-fb7c-44dd-8c02-a6fcd6a0e8a6","J","third-second-first","Yes","","15","140","2021-04-25-22:20:56","6:35","20","2021-04-25-22:23:48","3:29","70","2021-04-25-22:24:47","9:17","30","","","","","","","","","","","","","","","","","",""
"C-second-third-first-ce7d7f50-5ed6-400b-ad45-142bda044528","C","second-third-first","Yes","Yes","20","140","2021-04-25-22:16:53","3:29","30","2021-04-25-22:28:30","6:38","100","2021-04-25-22:29:12","9:13","30","2021-04-25-22:30:26","1","3","3","3","3","5","5","5","5","1","3","3","3","2","Male","25–34","Yes, I used to be a smartwatch user"
"O-third-first-second-11497820-9026-41e2-9cfe-87f2a3462db6","O","third-first-second","Yes","Yes","19","136","2021-04-25-22:16:27","6:12","70","2021-04-25-22:25:59","9:17","54","2021-04-25-22:29:02","3:29","65","2021-04-25-22:30:45","3","1","3","3","1","3","3","3","2","1","3","3","3","3","Female","35–44","Yes, I am currently a smartwatch user"
"K-second-first-third-e8f60f9a-9eaa-49de-9c22-98e6d8bf25ad","K","second-first-third","Yes","Yes","20","40","2021-04-25-22:13:00","3:29","60","2021-04-25-22:15:21","9:17","10","2021-04-25-22:15:54","6:38","110","2021-04-25-22:17:12","3","2","2","4","3","2","3","1","1","1","5","3","3","3","Female","25–34","No, I have never used smartwatch before"
"C-third-second-first-98062352-d2b9-4444-9bec-5c60721abd36","C","third-second-first","","","20","140","2021-04-25-22:41:41","15:35","70","2021-04-25-22:46:09","15:29","70","","","","","","","","","","","","","","","","","","","","",""
"K-second-first-third-c32cb604-1b58-402a-915b-f41f11a3e769","K","second-first-third","Yes","Yes","20","40","2021-04-25-22:13:48","3:29","70","2021-04-25-22:18:58","9:17","30","2021-04-25-22:20:36","6:10","110","2021-04-25-22:21:43","4","2","4","3","4","4","3","4","3","1","3","4","3","4","Male","25–34","Yes, I used to be a smartwatch user"
"M-first-second-third-5f94e3b3-fec0-4812-a0d3-336a9abddaa7","M","first-second-third","Yes","Yes","25","150","2021-04-25-22:14:59","9:17","40","2021-04-25-22:19:20","3:29","60","2021-04-25-22:20:57","6:38","10","2021-04-25-22:22:00","3","3","3","3","4","5","5","2","2","1","1","1","1","3","Female","45–54","No, I have never used smartwatch before"
"C-first-second-third-9664f7b1-36c4-473f-bd1c-6c79d55615df","C","first-second-third","Yes","Yes","20","140","2021-04-25-22:32:34","21:40","30","2021-04-25-22:51:05","03:29","30","2021-04-25-22:52:03","06:38","110","2021-04-25-22:52:33","3","3","3","3","4","4","3","3","3","3","3","3","3","3","Male","18–24","Yes, I used to be a smartwatch user"
"I-first-second-third-44a3472f-40aa-4e90-ac34-339079c78150","I","first-second-third","Yes","Yes","20","40","2021-04-25-22:11:32","09:12","20","2021-04-25-22:21:01","03:29","80","2021-04-25-22:26:40","06:38","40","2021-04-25-22:28:08","3","4","3","3","4","2","4","2","3","1","5","4","5","4","Male","25–34","Yes, I am currently a smartwatch user"
"F-third-second-first-5265f9a0-f546-4a89-8410-db1511c1811d","F","third-second-first","Yes","","25","132","2021-04-25-22:30:16","6:35","15","2021-04-25-22:31:50","3:29","70","2021-04-25-22:32:42","9:17","40","","","","","","","","","","","","","","","","","",""
"O-first-third-second-76af2ee3-c6fd-4e8c-8ea7-8960cefc8006","O","first-third-second","Yes","Yes","20","135","2021-04-25-22:43:05","9:15","80","2021-04-25-22:46:51","6:23","20","2021-04-25-22:47:28","6:29","20","2021-04-25-22:48:06","2","3","3","3","3","4","3","2","2","1","3","3","2","3","Male","45–54","Yes, I am currently a smartwatch user"
"F-second-first-third-70a9f6ff-a348-4d8a-9549-1a2c3f9fad7e","F","second-first-third","Yes","","20","140","2021-04-25-22:36:59","3:29","70","2021-04-25-22:38:32","9:17","35","2021-04-25-22:39:35","6:38","115","","","","","","","","","","","","","","","","","",""
"E-second-first-third-a11c846e-a6f5-4c35-8b4e-811aded4b6af","E","second-first-third","Yes","Yes","110","110","2021-04-25-22:35:37","2:10","23","2021-04-25-22:38:09","9:17","25","2021-04-25-22:39:14","6:38","13","2021-04-25-22:40:10","2","4","2","2","3","4","2","2","2","1","4","3","3","3","Male","25–34","No, I have never used smartwatch before"
"K-second-first-third-a786fcc0-c1e1-41e5-8ef8-a4d4b8d1f617","K","second-first-third","","","20","140","2021-04-25-22:43:16","06:44","30","","","","","","","","","","","","","","","","","","","","","","","",""
"E-first-third-second-8075f774-219a-4986-8b11-f5c48c4422d8","E","first-third-second","Yes","Yes","25","50","2021-04-25-22:52:14","9:17","25","2021-04-25-22:56:49","3:18","25","2021-04-25-22:58:27","3:29","125","2021-04-25-23:00:13","2","2","1","1","1","5","5","3","3","3","4","2","2","4","Female","45–54","No, I have never used smartwatch before"
"B-first-third-second-6b576b54-79ed-42a2-a69e-aebe874c3bb6","B","first-third-second","Yes","Yes","15","135","2021-04-25-22:47:19","9:17","40","2021-04-25-22:53:50","6:38","120","2021-04-25-22:55:58","3:29","170","2021-04-25-22:57:14","5","1","5","5","5","1","1","2","2","1","4","5","3","5","Female","25–34","No, I have never used smartwatch before"
"O-second-first-third-72ab7ce2-7fbc-4971-b423-834f12fde135","O","second-first-third","Yes","Yes","40","140","2021-04-25-22:58:02","3:49","40","2021-04-25-23:08:10","9:17","40","2021-04-25-23:11:36","9:20","40","2021-04-25-23:12:26","1","4","4","4","4","4","4","4","4","1","4","3","4","4","Male","35–44","Yes, I am currently a smartwatch user"
"Q-first-third-second-857a8d3d-5357-4900-84ed-d8faa8c1a922","Q","first-third-second","Yes","Yes","20","140","2021-04-25-23:00:47","9:17","20","2021-04-25-23:08:32","6:38","100","2021-04-25-23:12:00","3:29","60","2021-04-25-23:12:56","5","5","4","4","5","1","1","5","5","1","5","5","5","5","Male","25–34","Yes, I am currently a smartwatch user"
"B-third-second-first-61aa5452-bf7a-41ff-a7ee-5824697a91d6","B","third-second-first","Yes","Yes","3","5","2021-04-25-23:03:43","4:60","4","2021-04-25-23:05:55","2:30","2","2021-04-25-23:10:03","3:1","5","2021-04-25-23:13:55","2","4","5","4","5","4","5","4","4","4","4","5","4","4","Female","35–44","Yes, I used to be a smartwatch user"
"D-first-third-second-9ce6b81a-ccb1-4e48-8a04-bde66ce54840","D","first-third-second","Yes","Yes","62","158","2021-04-25-23:15:36","09:17","63","2021-04-25-23:22:38","06:38","159","2021-04-25-23:23:56","03:129","96","2021-04-25-23:25:04","5","5","5","4","4","4","5","4","5","4","4","5","4","5","Female","35–44","Yes, I am currently a smartwatch user"
"O-second-first-third-3976e517-7831-4a7a-a51a-24b59761853e","O","second-first-third","Yes","Yes","65","67","2021-04-25-23:10:13","44:00","65","2021-04-25-23:24:28","186:00","41","2021-04-25-23:25:39","6:24","41","2021-04-25-23:26:23","5","5","5","5","5","5","5","5","4","5","5","5","5","4","Female","25–34","Yes, I used to be a smartwatch user"
"J-third-second-first-2b8bcf40-1400-4b5c-a847-9537d503bbe3","J","third-second-first","","","25","59","2021-04-25-23:14:40","149:5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"O-second-first-third-1b0ff57f-8aab-474f-8794-cfdc3173a141","O","second-first-third","Yes","Yes","60","100","2021-04-26-00:05:25","3:29","125","2021-04-26-00:15:58","9:17","40","2021-04-26-00:16:39","9:17","90","2021-04-26-00:17:45","4","4","4","4","4","1","1","2","4","1","4","4","4","5","Female","35–44","No, I have never used smartwatch before"
